sourceCurrency,targetCurrency,sourceAmount
JPY,GBP,3330.56
RON,CNY,29.24
CHF,GBP,4515.64
JPY,MKD,728.41
UGX,USD,37519.61
CAD,EUR,20350.3
TOP,JPY,34121.87
TMT,GBP,327.5
JPY,ARS,27205.02
DKK,TND,2886.04
NGN,CNY,2005.28
DKK,JPY,1867.71
KZT,AUD,4150.47
BOB,UZS,4488.34
JPY,NOK,4019.82
UGX,HUF,5.54
DZD,CAD,30649.45
UZS,AUD,4053.14
JPY,RUB,46919.74
ALL,ARS,35047.72
PEN,CHF,28.03
JPY,CAD,4286.87
AED,CNY,30139.68
KZT,LBP,106.81
USD,BGN,3887.16
GHS,CAD,9089.48
GBP,LBP,240.3
JPY,DZD,432.74
MYR,CAD,2359.11
SEK,JPY,329.41
USD,UZS,365.73
JPY,UYU,224.69
RSD,USD,434.22
THB,CZK,22534.79
BYN,LKR,574083.89
QAR,SAR,234.63
JPY,MDL,864.25
EUR,COP,2349.33
CNY,CAD,311.57
JPY,PYG,744.94
USD,NZD,101.94
INR,JPY,229.9
JOD,BGN,267.42
SAR,AMD,17.68
SGD,AUD,387.74
VND,AZN,28749.84
CHF,HKD,27.43
SEK,SGD,31559.88
IDR,BRL,498.3
EGP,CHF,328.14
GBP,GHS,12685.11
LBP,USD,40082.93
OMR,USD,1293.28
KZT,AZN,555214.23
USD,ILS,30.75
PYG,FJD,37542.36
JPY,ZAR,15.77
CAD,BOB,30.02
RSD,CNY,37602.8
KRW,AMD,100.33
PHP,TWD,262.49
CZK,EUR,1140.78
AUD,BYN,1140.34
JPY,INR,28.46
SBD,UAH,352.59
EUR,SGD,14.19
HRK,VUV,265.19
SBD,EUR,32.89
CAD,VES,47473.21
QAR,PKR,16.0
BYN,GBP,498.64
FJD,CNY,17.93
AMD,EUR,280.13
LBP,ARS,178.3
JPY,ZAR,48384.03
BHD,JPY,366.98
JPY,MKD,40019.82
TMT,CZK,497.94
ETB,AED,15460.84
VES,AUD,18442.88
COP,USD,3.36
HRK,JPY,4996.69
CHF,COP,2739.95
PHP,AMD,3.23
SBD,CNY,260.07
OMR,AUD,19.48
CNY,USD,29.1
EUR,ZAR,339.95
TWD,JPY,32.49
SAR,EUR,3434.71
UYU,USD,593412.24
CAD,OMR,4402.71
EUR,AMD,17761.66
VES,JPY,43.65
CAD,COP,47684.6
NGN,ETB,2226.45
COP,CZK,32.9
UGX,JPY,4088.13
INR,UYU,1594.38
LKR,JPY,14.98
LKR,IRR,1237.28
USD,CHF,27150.17
BHD,CNY,2144.13
GEL,GBP,241.19
USD,CHF,494.47
LBP,BYN,1100.76
AED,DZD,976.94
USD,MKD,254.54
CHF,AZN,49430.37
GBP,PLN,1611.64
EUR,KWD,233.28
CAD,DKK,35508.67
HKD,MAD,1994.81
ALL,GBP,2783.91
GBP,AZN,18094.56
ZAR,KWD,321.51
NGN,CNY,185110.69
NZD,IRR,135.63
TRY,MAD,109.37
CZK,CAD,347.22
GBP,ARS,1918.61
CHF,IDR,14.66
EUR,MYR,1017.65
BYN,TMT,2578.99
RON,UYU,4132.35
TZS,JPY,481.94
CNY,GHS,465459.68
TOP,CAD,159.57
CAD,LBP,433.98
MYR,GBP,3742.71
AMD,USD,413.28
AUD,EGP,3405.42
JPY,DKK,41470.13
TWD,NOK,28.68
GBP,ETB,2807.25
USD,NOK,3999.14
MKD,AUD,18.38
CNY,PLN,244.07
TND,AUD,39.67
IDR,HRK,172.88
PGK,GHS,384.78
ALL,JPY,696.59
EUR,GBP,884018.94
UGX,CHF,237.77
RUB,USD,63.17
MKD,EUR,41.92
ALL,GBP,453.11
WST,UZS,8.25
MAD,AUD,30285.04
AED,CNY,1668.92
RUB,AMD,2926.67
TOP,EUR,21.27
HUF,EUR,24465.51
SBD,GBP,393.97
BHD,CNY,14895.02
AUD,GBP,283.71
TMT,CAD,316.06
PLN,ILS,39302.47
JPY,CHF,19.72
CAD,FJD,45.68
CNY,GBP,284.17
EUR,MAD,13446.08
JPY,VES,151.29
COP,MDL,1871.75
PYG,GBP,398.21
HUF,TMT,8.06
HKD,VUV,1214.9
GBP,CNY,25.11
UYU,JPY,111.9
BRL,ETB,395.69
EGP,IRR,29.82
PYG,SAR,2134.13
KES,USD,467.47
CHF,KES,44.1
PLN,UAH,198621.95
BDT,COP,38.88
SAR,OMR,262.84
JPY,USD,282.12
JOD,LBP,32710.41
PEN,UYU,309.4
AED,JPY,83.68
AUD,ALL,100.09
INR,CAD,223.22
AUD,GEL,48.24
KES,NOK,2876.54
BDT,JPY,15.62
THB,PKR,74.92
EUR,CNY,11.02
JPY,PHP,1541.82
KRW,ALL,22928.46
GEL,MDL,480.8
CHF,MAD,39.39
BOB,TRY,386.1
CHF,JPY,1466.28
CNY,RON,268.74
CNY,PYG,827118.68
USD,KWD,84.64
GBP,COP,432.96
EUR,THB,197.34
RSD,CNY,10163.71
LBP,TND,761.3
AUD,ZAR,57.15
EGP,MXN,374.55
EGP,SBD,9.43
THB,PGK,13.57
MAD,AUD,47.89
TWD,IDR,3114.29
HKD,CHF,49.46
IDR,CHF,110.25
CHF,AUD,27263.22
IDR,CAD,427.67
MKD,CHF,462.88
TRY,USD,346.76
USD,VUV,3168.73
CHF,HUF,3425.61
BGN,CHF,15.12
AUD,CNY,484.29
THB,EUR,46.74
JPY,ILS,1025.64
LKR,EUR,20068.34
TMT,USD,306.45
CNY,JOD,19650.09
ZAR,GBP,161.46
MAD,CHF,39.09
MXN,USD,3509.77
NZD,PLN,2728.14
SEK,CNY,3660.91
BRL,CHF,7.91
GBP,IDR,14.84
BOB,AUD,2972.97
ZAR,CAD,396.1
KRW,CNY,24103.84
UAH,JPY,353.73
WST,KWD,436.14
CNY,HRK,44.93
TMT,EUR,426.97
AUD,CAD,23.53
LKR,PEN,478.06
GBP,AUD,48.37
JPY,PKR,1601.7
NZD,HUF,475.34
PEN,IRR,72.69
EUR,PYG,38743.42
EGP,KWD,26.32
RSD,UAH,425.53
CLP,MAD,4779.43
SGD,DKK,18.88
INR,IRR,227.22
GBP,IDR,3.69
CAD,USD,8.71
MDL,BYN,78.12
UYU,CAD,4673.58
BHD,PYG,54879.73
CNY,JPY,3888.7
USD,UGX,1667.71
AUD,CHF,2081.95
USD,RSD,9.58
PKR,AMD,48.31
GBP,MKD,32825.24
CHF,TND,4599.52
AUD,ETB,20944.28
FJD,OMR,379.1
AUD,UAH,992828.47
ETB,AUD,134.33
OMR,CHF,1.05
BOB,JPY,158.31
THB,TRY,153.9
HRK,ETB,41548.67
HUF,CHF,4666.21
IRR,CHF,231.36
OMR,QAR,407.59
GBP,CAD,1589.62
UGX,USD,1852.41
AUD,RSD,39.33
USD,TZS,25.82
UZS,GBP,39.01
QAR,EUR,41.89
JPY,PGK,679.47
EUR,ARS,3390.97
JPY,KES,4570.33
JPY,AUD,417.72
LKR,ZAR,123.39
CZK,JPY,112.71
EGP,USD,3455.8
NZD,EGP,67.0
USD,KRW,1998.14
AZN,GBP,1441.08
GEL,UZS,34720.46
USD,VND,3.01
CNY,PKR,32786.82
UGX,CAD,14001.36
CHF,INR,497.33
IDR,USD,461.83
RSD,GBP,3685.26
GBP,MXN,1808.02
UYU,NZD,3809.49
RON,CNY,40960.4
CHF,EGP,212.79
LKR,CAD,1571.49
USD,TZS,27.33
EGP,IRR,2528.09
TND,CNY,462376.6
TWD,CNY,55.84
CNY,AUD,41.51
MKD,JPY,326.27
GBP,CZK,23.54
PGK,CNY,134463.77
CNY,BOB,21.23
JPY,PEN,46660.11
TZS,EUR,46.08
UAH,CHF,152.19
DKK,TND,236.5
EGP,TMT,3118.98
CAD,TND,2936.52
ETB,CNY,134.99
CAD,BDT,15.34
SEK,GBP,932.8
OMR,VUV,204139.27
MKD,JPY,45498.27
EUR,PKR,3139.27
NOK,CAD,71.51
JPY,UGX,2.24
TOP,SEK,10.67
SBD,BOB,38.18
PYG,RUB,24.4
HRK,KRW,401.72
EUR,SGD,2765.27
TMT,JPY,2383.74
UZS,USD,47.67
BDT,LKR,96.01
CAD,AMD,3534.78
TND,CAD,45363.79
QAR,EUR,236.04
CNY,MKD,1168.44
NGN,AUD,3954.14
HUF,UGX,1029.51
GBP,GEL,344.27
BHD,GEL,1562.87
USD,CZK,365.6
USD,PLN,9.13
HRK,TMT,613.53
CAD,BDT,4209.87
AUD,RSD,48.8
HUF,GHS,226.05
USD,VND,47.74
GBP,TRY,192.56
TZS,CHF,267.85
GBP,JOD,18.7
CNY,BOB,392.68
VUV,EUR,42.89
KZT,EUR,125.22
AMD,JPY,268.3
USD,FJD,241.78
BGN,JPY,15.56
TMT,PEN,4725.73
SAR,CZK,492.41
TWD,RON,7.82
BOB,CNY,4573.06
TMT,PLN,18201.95
CNY,IDR,1743.55
WST,MAD,42353.19
CLP,CNY,4062.85
BRL,TWD,45.13
CNY,JPY,39984.02
CLP,AUD,997.67
KRW,TND,33.96
EUR,GBP,360.18
INR,WST,4020.71
GBP,RON,39485.39
AUD,LKR,22451.54
CNY,ZAR,189.4
BOB,CHF,1816.88
USD,PHP,37663.14
KRW,CLP,24447.83
JPY,THB,36977.53
CAD,PHP,104.38
PEN,NOK,20.29
CNY,USD,32.38
CHF,TRY,869.66
GBP,CHF,3747.58
USD,DZD,3335.38
SEK,CHF,32.87
MDL,PEN,72.88
ETB,PGK,3916.92
TMT,AUD,496.97
JPY,KRW,226.02
USD,UAH,22609.37
JPY,NOK,92.51
GBP,BOB,815912.97
AUD,SBD,1929.48
SEK,CNY,77.73
SBD,SEK,44.06
USD,BYN,463.96
RUB,EUR,416.94
INR,EUR,4690.31
PHP,EUR,2998.35
CHF,GEL,44289.98
PKR,BRL,1177.78
CNY,ETB,47.46
GBP,MDL,71.71
PLN,CAD,440843.91
LBP,BGN,383.91
CNY,TOP,54299.02
NZD,DKK,27.53
UAH,THB,42354.76
EUR,BGN,33964.06
NOK,JPY,3736.53
NOK,VUV,428.32
AUD,CLP,2753.33
BGN,EUR,651.6
TRY,CNY,394.75
BOB,CNY,921.49
CHF,HRK,59.1
KZT,TWD,379.11
BRL,EUR,24.3
TOP,CAD,3089.42
AUD,TRY,2157.27
CNY,BHD,188.81
EUR,RSD,323.5
CNY,CAD,18580.52
CAD,TMT,15514.7
JPY,JOD,97.74
GBP,COP,26923.17
TZS,ILS,161.36
CHF,UAH,77827.21
RSD,CAD,22409.6
OMR,CHF,28866.07
USD,COP,4116.54
PLN,AUD,42.17
BHD,EUR,480.62
AED,GBP,48269.75
CAD,VES,24874.16
JPY,QAR,160.0
UAH,KRW,3118.05
AUD,KRW,272.86
AUD,LKR,165.73
LKR,CAD,57.18
MYR,GBP,18.11
AMD,CHF,2116.64
KES,CHF,1210.31
SGD,UGX,23.03
QAR,EUR,37.29
KZT,USD,97.98
BDT,PLN,4010.94
AMD,RON,4022.78
ZAR,GHS,164.74
USD,BYN,406.15
EUR,COP,4690.91
MXN,USD,3578.57
JPY,QAR,1722.04
AUD,KZT,162.5
ILS,BOB,272.52
AMD,GHS,4661.38
CAD,PGK,2808.6
CNY,CHF,154.2
HUF,SAR,27718.85
CNY,TOP,344.26
CLP,GBP,40.04
DZD,OMR,1354.65
EUR,IDR,17.04
CAD,PGK,4140.46
TND,TZS,27.83
EUR,USD,408.17
PLN,SAR,39.61
BRL,MYR,1120.5
WST,BOB,1271.54
JPY,UAH,30.49
EUR,ARS,409.9
MKD,WST,810.92
ILS,EUR,3612.33
USD,ALL,4448.59
THB,CNY,4337.15
SAR,AUD,35659.15
GBP,JPY,36134.02
GEL,USD,25.92
AED,ARS,2761.62
CLP,NOK,15213.79
RON,CNY,33.19
HUF,CAD,4.98
JPY,VES,316.6
UAH,AED,2.77
MAD,SBD,36.45
GBP,KWD,3928.9
ETB,SEK,4480.98
USD,JPY,4739.3
CAD,KZT,489.05
KRW,AUD,41908.75
AUD,KRW,18.74
IRR,QAR,16034.59
PHP,GBP,1617.76
JPY,KZT,323.66
JPY,UYU,14428.3
LKR,CHF,37.8
USD,HKD,3205.47
VES,CAD,4792.48
CAD,SEK,29304.9
SAR,SBD,8569.7
BHD,EUR,77.4
CNY,VND,694.61
CHF,JPY,1449.82
MYR,OMR,43.44
UYU,EUR,3.89
CAD,AMD,101.38
CAD,EGP,2766.87
IRR,USD,25653.52
COP,PLN,231.58
TWD,EUR,488.97
SGD,JPY,404.81
AUD,EUR,3644.25
SBD,JPY,3384.98
HKD,ALL,75.71
GBP,TWD,475.56
JOD,EUR,22137.26
CHF,EUR,294.92
EUR,RON,3857.21
HRK,CHF,4493.61
MDL,HKD,2516.95
NGN,GBP,1328.96
AUD,VND,19.09
TRY,TWD,531.38
INR,CNY,16.85
IDR,NZD,137.48
INR,CNY,134.14
TWD,JOD,1367.99
PHP,JPY,9670.8
IRR,EUR,21.89
CHF,HKD,428.78
KES,CHF,9035.86
TND,CHF,17067.89
FJD,PLN,3734.49
EUR,BHD,195.87
CNY,PLN,113.36
GHS,EUR,203.44
SEK,RON,225.72
UAH,FJD,28.8
EUR,IDR,39.06
CAD,NOK,97.99
EUR,TOP,2578.05
PYG,UZS,269.15
HUF,AUD,9807.16
USD,PGK,46.35
MYR,TMT,33.49
MKD,PGK,389.05
GHS,SEK,11749.49
DZD,EUR,395.6
EUR,BYN,54.22
ETB,HUF,2347.68
CNY,WST,82.45
AUD,MDL,428.75
PEN,SGD,40.42
GBP,CNY,4747.26
ETB,TOP,49.51
CNY,KRW,7.92
ARS,USD,740.24
PGK,BRL,40.55
HUF,CHF,41916.03
AED,TZS,6594.59
BGN,CNY,2791.79
CNY,SEK,38.79
TMT,USD,934.5
TZS,AUD,16.12
GBP,THB,3797.06
CNY,ETB,9.72
SGD,CHF,17161.35
SGD,EUR,260.19
CHF,BGN,305.91
KZT,CAD,305.16
CNY,CLP,20.49
BDT,EUR,7684.16
HRK,EGP,45793.2
CHF,CLP,18778.2
JPY,EUR,672.41
NZD,BHD,251.18
JPY,USD,248.42
CNY,MKD,2453.12
MYR,JPY,44675.09
USD,BDT,417.9
AUD,AZN,2305.28
USD,CNY,276.07
DZD,AUD,5.0
JPY,RSD,365.34
GEL,UAH,326.39
HRK,CNY,371.62
OMR,MXN,274.9
VES,ILS,114.01
NGN,AED,4105.96
PKR,UGX,8.09
PYG,OMR,4866.08
AZN,CAD,263632.4
HRK,VUV,35000.26
ETB,ILS,39758.82
TWD,TND,80.03
GBP,JPY,21923.69
TZS,KWD,100.01
ALL,EUR,4888.69
CZK,GBP,170.53
ZAR,ARS,4747.64
HUF,AUD,256.46
NOK,JPY,19.53
GBP,UZS,33.6
SBD,AMD,312.58
VUV,TOP,15884.51
RUB,JOD,45293.73
GEL,NGN,321764.37
PEN,USD,251.59
MYR,CAD,128.4
TRY,AUD,25913.99
AZN,BDT,16.68
SBD,AUD,4719.65
GBP,PHP,950.4
KWD,CHF,30.05
TRY,EUR,16.53
BDT,EUR,385.44
USD,BDT,302.62
SGD,SBD,76.83
AMD,CAD,466.58
RUB,BRL,2928.52
VUV,CAD,2071.36
ZAR,SEK,3728.11
CNY,GEL,1204.76
BDT,CNY,11966.03
TRY,FJD,2561.36
DKK,WST,4083.66
PYG,AUD,9.2
ILS,EUR,4720.01
MXN,CNY,2774.48
DZD,GBP,18.36
AUD,JPY,2827.73
CHF,HRK,39953.06
CHF,VND,30.74
JPY,CLP,4965.9
VND,ETB,31.68
DKK,GBP,214.72
KRW,EUR,641.41
PEN,AUD,28328.9
CHF,MYR,397.64
MXN,BRL,4711.77
NOK,AUD,4570.57
ILS,SAR,250.11
MAD,BHD,36.41
USD,AED,721.59
UYU,USD,20.81
CHF,DKK,211.94
ZAR,AUD,4334.99
CAD,SGD,4808.32
CAD,JPY,15466.06
JPY,GHS,353.37
ARS,CZK,2193.32
CHF,CLP,472.62
VUV,AUD,35605.69
GBP,TOP,2913.24
RSD,VND,3.44
MDL,GBP,4018.76
AUD,ZAR,3894.41
SBD,AUD,37685.59
INR,EUR,34.03
EUR,VUV,947.58
LKR,PEN,21.71
JPY,COP,2675.22
NOK,GBP,392.85
USD,TZS,21722.95
CHF,TOP,14.71
TMT,UZS,20.64
JPY,PYG,220.15
TMT,JPY,3892.69
COP,USD,474.85
MAD,JPY,45.3
CHF,OMR,33.98
UAH,GBP,394.36
INR,GBP,2467.75
CLP,USD,267.35
AZN,SBD,3127.63
USD,MAD,3127.54
CAD,JPY,5414.74
PKR,TWD,25.65
RSD,EUR,425.08
UGX,AUD,49.36
VUV,JPY,1163.19
ILS,CHF,29339.18
EUR,USD,13.33
SAR,CHF,2310.11
AUD,SGD,249.87
AUD,UAH,449.03
EUR,WST,5385.84
JPY,CLP,3962.8
AUD,KZT,64569.55
USD,PLN,246.42
AUD,BGN,1055.27
AUD,BHD,220.68
FJD,CHF,448.87
IDR,JPY,12.53
ALL,IDR,330.83
ILS,EUR,439.54
CHF,MAD,273.23
EUR,LKR,3694.66
PHP,CHF,294.31
LKR,EGP,37.93
RON,EUR,890.81
LBP,CNY,445.46
ARS,LBP,1674.1
NGN,BDT,341.01
WST,AUD,2394.18
EUR,SEK,87.98
TOP,USD,137.56
ZAR,PYG,241.56
AUD,UYU,45739.19
BOB,CAD,142.49
AUD,RUB,14008.17
TRY,EUR,12083.31
COP,JPY,462513.58
MAD,EUR,4360.23
GBP,IDR,143.3
USD,DZD,23.99
CHF,AUD,19.27
GBP,PGK,226847.06
TND,AED,74863.95
IDR,BDT,1405.47
JPY,SAR,441.5
PKR,CAD,17.79
QAR,GBP,2198.82
HRK,USD,36.04
EUR,ILS,331844.36
AUD,HKD,240.59
FJD,MXN,31.3
JPY,VND,211.11
ARS,GBP,35085.22
TWD,EGP,327.46
BYN,AUD,452.93
CNY,PGK,189.27
USD,GEL,882.56
ZAR,MXN,19643.46
DKK,KES,119.16
SGD,COP,4600.2
USD,AED,2542.41
GBP,VES,39.29
AMD,CAD,41679.01
CNY,UAH,1258.63
INR,EUR,203.78
CZK,NOK,71.23
USD,PLN,7.66
ETB,IRR,28.83
EUR,SGD,10.95
CHF,IRR,46.48
RON,EUR,265779.49
CNY,MXN,48787.73
EGP,CHF,401.62
BOB,CAD,1964.53
ETB,AUD,394.64
AUD,MKD,438.99
CNY,KZT,187.35
VND,CHF,19.5
CHF,RUB,424.87
TZS,ALL,6681.96
CHF,LBP,40.26
INR,UAH,429.0
BDT,PHP,305.8
AED,USD,288.73
JPY,FJD,38686.48
BGN,USD,31.68
EUR,MDL,313.56
BYN,CLP,10.85
CLP,CHF,43.37
CHF,MAD,173.88
DZD,GHS,190.96
CAD,PEN,59.13
RSD,CAD,160.93
AUD,HRK,3592.93
UAH,JPY,244.43
BYN,JPY,2240.79
SEK,COP,7662.86
MDL,NOK,117.63
WST,PYG,4551.53
ALL,AUD,156.55
EUR,AED,42.81
PGK,ETB,5.97
JPY,USD,481.92
SBD,VES,10717.7
THB,CHF,27.12
JPY,USD,3389.55
PEN,TND,22.01
EGP,RUB,444.4
GEL,CNY,32939.5
CNY,BOB,274.88
JPY,PYG,439.78
FJD,AUD,157.02
GBP,HKD,33.6
GBP,TZS,29600.88
LKR,GBP,813.44
BRL,CNY,137.98
EUR,TOP,12.3
USD,NZD,41.06
EUR,LBP,2770.6
USD,KZT,2319.43
ILS,CHF,167.26
BHD,ALL,651.2
CAD,USD,391.96
NZD,USD,4088.19
GBP,CNY,381.65
PGK,FJD,1228.91
CZK,CHF,73.55
HKD,AUD,416.41
NZD,GBP,9.05
CLP,FJD,247.1
BOB,BYN,241.21
GBP,JOD,9416.78
AZN,USD,15997.4
AUD,PGK,377.33
CAD,TRY,2311.66
LKR,GBP,3495.43
CAD,JPY,1748.2
FJD,EUR,45.23
CAD,PHP,485.19
USD,GEL,44.12
CAD,MAD,321.37
TWD,UZS,2050.57
HKD,EUR,258898.44
CAD,ILS,129185.94
LBP,JPY,28.06
IDR,GBP,45878.0
GBP,QAR,227.94
JPY,AMD,120451.44
JPY,KRW,323.92
CNY,CLP,156.99
PHP,AED,38657.96
CLP,SBD,362.72
KWD,TOP,46.4
MDL,CNY,49.15
BHD,CAD,295.23
CNY,LKR,44.11
UGX,GBP,352.59
HUF,CHF,41.23
GBP,PEN,109965.44
AED,QAR,40.75
CNY,IDR,48.72
CNY,NZD,337.84
CNY,EGP,21156.69
CNY,GBP,18096.77
USD,VES,3.64
CAD,BRL,4621.6
CNY,LBP,478.46
EUR,INR,180.35
CNY,UZS,12.94
PKR,EUR,33083.01
GBP,VND,14.18
VND,GHS,16064.72
GBP,USD,254.73
UYU,AUD,43.78
VUV,JPY,3395.06
COP,BDT,399002.72
EUR,SEK,42891.83
KZT,USD,17941.09
BRL,GHS,422255.38
SAR,CHF,950.31
DKK,AUD,434.53
KWD,AUD,400.64
KZT,IDR,119707.55
CNY,EUR,465.32
USD,HUF,4987.72
CHF,TWD,71.69
NOK,GBP,43439.04
CHF,COP,4324.88
GBP,BDT,18232.43
NZD,ILS,94.07
HKD,CNY,19397.12
JOD,EUR,1883.94
RON,USD,11119.18
IDR,CNY,340.46
CNY,PKR,411.11
CAD,GHS,197.98
SEK,KZT,143.14
UZS,CNY,46.49
EUR,DZD,344.19
UAH,CAD,307.57
AUD,WST,3329.07
KWD,ZAR,2710.45
KWD,IDR,1288.71
SGD,JPY,2618.08
CAD,VND,131.44
AUD,NOK,456.66
IRR,GBP,2814.74
TRY,EUR,15.05
ALL,BGN,26626.54
GBP,JOD,162.62
RSD,WST,352.39
VES,EUR,37164.73
PYG,OMR,14634.32
LKR,MDL,47.05
BGN,PLN,16483.94
CNY,USD,217.1
BYN,USD,401308.32
ILS,EUR,107.18
CNY,ILS,1908.72
SAR,GBP,206.48
EUR,AUD,289.61
GEL,EUR,2738.7
JPY,ARS,125.49
AUD,OMR,38.88
CAD,PHP,196.88
HUF,MAD,250.07
JPY,GHS,4757.03
KZT,BYN,2.63
USD,LKR,15.12
EUR,TZS,168.94
KZT,DKK,2515.06
ZAR,CHF,44556.05
EUR,EGP,4766.62
AUD,MXN,4009.66
BDT,SEK,205.32
TOP,KES,24.69
USD,VND,1411.84
TOP,CAD,2267.64
CNY,CLP,32892.44
CAD,EUR,96.26
CNY,LBP,316.2
PYG,AUD,18697.63
CAD,CLP,251.17
CNY,PGK,512.53
MKD,USD,16.54
SEK,GBP,297.98
PKR,PYG,3269.36
CAD,MAD,398.54
AED,CAD,1.66
IRR,GEL,515.31
SEK,CHF,184.6
PLN,CNY,487.91
CNY,GBP,7927.49
GBP,MKD,461.29
AUD,TZS,49829.78
TZS,BOB,1724.72
CHF,EUR,8.69
FJD,GBP,3800.75
PYG,GBP,35.86
PLN,GBP,1264.09
MYR,GBP,24.27
EUR,INR,23.39
JOD,CAD,45.26
GBP,IRR,56.52
TMT,CNY,199.9
UGX,HKD,385.43
KRW,EUR,18.85
USD,UYU,155.56
SEK,JPY,454.7
EUR,MXN,2076.24
BRL,CAD,339.63
USD,PYG,2223.61
AUD,BDT,2186.23
GBP,AZN,14940.5
RSD,CNY,141065.6
LKR,USD,732.15
UZS,AUD,307.1
JPY,NGN,59.88
IDR,USD,13.44
EUR,AUD,22.85
INR,KES,882.52
MXN,GBP,995.32
SEK,HRK,95.21
UGX,HRK,21.89
HUF,CHF,5.68
IDR,TWD,281.86
CAD,UGX,48.95
BRL,TWD,286.73
USD,MKD,14.87
ALL,SBD,27.33
CHF,VES,30947.68
AUD,KWD,25.03
CHF,TZS,250.32
AUD,UZS,49.14
WST,GBP,29.95
BHD,CNY,2130.24
CHF,RON,320.82
CNY,EUR,3719.02
PGK,JPY,21.25
BGN,GBP,1385.6
USD,GHS,2556.9
AED,BRL,4831.64
UYU,CAD,47.39
NZD,GBP,24.05
PGK,AMD,254.54
BHD,TMT,33760.96
CNY,PHP,162.94
HUF,AED,1962.87
BHD,AUD,16.35
NZD,EUR,8.5
BHD,GBP,53.88
TMT,GBP,326.16
TZS,BRL,1079.67
AZN,BYN,4888.03
GBP,AUD,260.53
GBP,AUD,29.92
USD,MKD,47.56
PHP,PKR,464.56
PGK,CHF,375.16
GBP,JPY,42.43
BGN,CNY,11.03
PHP,AUD,24.53
AUD,MKD,814.84
ILS,IRR,377.92
BGN,AUD,181.11
EUR,KRW,206.55
TZS,EUR,464.78
AMD,UZS,44.88
CNY,CZK,2463.47
CAD,GEL,155.94
CNY,CAD,81017.33
CAD,CHF,2672.34
CNY,AUD,32518.9
ARS,GBP,4553.0
USD,CAD,28.35
GEL,CHF,165.42
TWD,RSD,14927.27
USD,NGN,40887.67
DZD,BYN,1063.14
MAD,BDT,17342.6
JPY,PGK,40271.21
CHF,COP,23.24
WST,MYR,780411.64
CAD,SAR,55.79
TWD,QAR,52.63
PKR,JPY,31.8
PYG,CHF,897.34
CAD,KES,2505.28
SAR,CNY,29007.05
CAD,ILS,29820.12
CHF,AUD,4811.72
EUR,MAD,445.68
JOD,VND,27906.97
GBP,THB,41966.29
EGP,USD,2378.14
UZS,NOK,2129.23
CNY,JPY,7265.85
CNY,LKR,3399.56
TRY,CAD,2463.88
GEL,JOD,230.18
NZD,AUD,1177.98
ZAR,EUR,480.38
EUR,AZN,2225.67
CZK,DKK,46.1
TRY,JPY,10765.46
CAD,AZN,403.59
THB,USD,2444.68
CHF,IDR,228.28
CAD,TMT,4383.0
ETB,CNY,483.13
CNY,FJD,275.33
EGP,UAH,33.12
PEN,KZT,16.43
USD,CAD,348.28
KZT,UAH,479.05
CHF,UYU,123.75
JPY,PGK,25.51
ILS,EUR,4803.87
CHF,HKD,489.43
JPY,NGN,27.95
EGP,CNY,3217.24
FJD,CHF,1651.79
CNY,AUD,1282.83
MXN,EUR,2486.58
CHF,JOD,928.04
AUD,MXN,197.4
LBP,CAD,4265.68
IRR,MYR,44111.4
KZT,JPY,2120.87
AUD,SBD,134.89
OMR,AUD,63.43
CNY,BYN,1166.38
USD,TOP,354.25
ARS,CLP,4577.05
UYU,KZT,350.5
USD,HUF,30.93
AUD,VES,43.94
CAD,CZK,370.36
JOD,USD,437.46
EUR,GBP,40026.04
GBP,MAD,401.76
TND,BRL,389162.97
GBP,AED,4385.77
CNY,CZK,71.04
USD,TZS,2274.77
CAD,CZK,4.88
EGP,ARS,31.74
JPY,GBP,3962.87
KWD,CAD,17198.91
GHS,EUR,256.23
PYG,CAD,458.94
ALL,CAD,11847.18
MAD,AUD,1.43
ARS,THB,42949.75
USD,NZD,36274.04
GEL,RSD,150.17
JPY,MXN,28.11
USD,EGP,2216.06
LKR,AUD,2408.36
GBP,AMD,1751.99
USD,AUD,4105.54
PYG,CAD,362.73
CHF,GHS,9.05
CHF,GBP,4646.61
AZN,JPY,467.54
ARS,AUD,1258.95
PHP,RSD,2309.63
MAD,TMT,133.14
CZK,CHF,45.18
QAR,SEK,54863.82
UAH,VES,137.57
CNY,RSD,3583.19
RON,CAD,1636.15
SAR,AUD,115.18
SBD,AUD,4292.42
GBP,KRW,46.64
NGN,EUR,464.78
CHF,TRY,4170.35
AMD,RUB,622405.53
GEL,EUR,38689.53
TZS,JPY,279.25
COP,AUD,726.58
CNY,IDR,37.27
BDT,JPY,4606.94
MXN,EUR,248.42
SEK,USD,1170.53
BOB,EUR,838.39
KWD,CLP,483.56
GEL,NZD,35.69
TMT,USD,25.28
AUD,COP,188.5
EUR,DZD,179.73
CNY,CAD,461.91
USD,BOB,39.78
MAD,AUD,28.66
USD,LBP,214.04
TND,NGN,1172.91
GBP,KZT,724.85
THB,VES,29.13
UAH,MKD,194.83
JPY,MXN,24.58
NOK,EUR,139.5
ZAR,AZN,249.97
DZD,CAD,959.02
EUR,TRY,3943.27
CNY,AED,12107.28
QAR,CHF,21.65
JPY,VES,33.27
AUD,TMT,17.46
PHP,PEN,24.07
GBP,CLP,147.22
COP,AMD,3526.16
CAD,AMD,460.99
AUD,USD,918.07
